English,French,Ewondo - AGLC,Prefixe nominal,Word: mot,Prefixe,Stem: radical de base,Suffixe,Nominal class,Gender,Part of speech,Notes
emasculation,émasculation,túd (a-/mə-),a-/më-,tud,,tud,ø,cl5/cl6,Gender-3,nom,
bastardization,abâtardissement,bíbín (m̀-/min-),m-/min-,bi-bin,bi,-bin,ø,cl3/cl4,Gender-2,nom,
twirls,virevolte,kilan (e-/bi-),e-/bi-,kil-an,,kil-,an,cl7/cl8,Gender-4,nom,
turn,virage,kɔd (a-/mə-),a-/më-,kod,,kod,ø,cl5/cl6,Gender-3,nom,
fold,pli,nyiga (e-/bi-),e-/bi-,nyig-a,,nyig-,a,cl7/cl8,Gender-4,nom,
tooth,dent,soǹ (a-/mə-),a-/më-,son,,son,ø,cl5/cl6,Gender-3,nom,
viper,vipère,kpə (a-/mə-),a-/më-,kpë,,kpë,ø,cl5/cl6,Gender-3,nom,
clumsy,maladroit,báyág (e-/bi-),e-/bi-,bayag,,bayag,ø,cl7/cl8,Gender-4,nom,
hyperactive,hyperactif,yəyág (e-/bi-),e-/bi-,yë-yag,yë,-yag,ø,cl7/cl8,Gender-4,nom,
eagerness,empressement,bumulan (bi-/bi-),bi-/bi-,bum-ul-an,,bum-,ul-an,cl8/cl8,Gender-4b,nom,
violent,violent,lénde (ǹ-/min-),n-/min-,lend-e,,lend-,e,cl3/cl4,Gender-2,nom,
violence,violence,lénde (e-/bi-),e-/bi-,lend-e,,lend-,e,cl7/cl8,Gender-4,nom,
violation,violation,dudun (e-/bi-),e-/bi-,du-dun,du,-dun,ø,cl7/cl8,Gender-4,nom,
raffia wine,vin de raphia,kɔ (a-/mə-),a-/më-,ko,,ko,ø,cl5/cl6,Gender-3,nom,
red wine,vin rouge,wɔn (ø-/ø-),ø-/ø-,won,,won,ø,cl9/cl10,Gender-5,nom,
Baa chard wine,vin de baes blettes,mvág (e-/bi-),e-/bi-,mvag,,mvag,ø,cl7/cl8,Gender-4,nom,
Heady wine,vin capiteux,lám (bi-/bi-),bi-/bi-,lam,,lam,ø,cl8/cl8,Gender-4b,nom,
vinegar,vinaigre,kpɛ sana (e-/e-),e-/e-,kpe san-a,,-kpe-san-,a,cl7/cl7,Gender-4a,nom,
drink,boisson,nyú (mə-/mə-),më-/më-,nyu,,nyu,ø,cl6/cl6,Gender-5,nom,
holiday,villégiature,mvan (ø-/ø-),ø-/ø-,mvan,,mvan,ø,cl9/cl10,Gender-5,nom,
agglomeration,agglomération,dzədzalá (e-/bi-),e-/bi-,dzë-dzal-a,dzë,-dzal-,a,cl7/cl8,Gender-4,nom,
peasant,paysan,atɔbɔ ǹnama (ø-/ø-),ø-/ø-,atobo nnam-a,,atobo nnam-,a,cl9/cl10,Gender-5,nom,
suburb,banlieue,baǹ (a-/mə-),a-/më-,ban,,ban,ø,cl5/cl6,Gender-3,nom,
succession,succession,líg (e-/bi-),e-/bi-,lig,,lig,ø,cl7/cl8,Gender-4,nom,
residence,demeure,tan (a-/a-),a-/a-,tan,,tan,ø,cl5/cl5,Gender-3f,nom,
village,village,ǎl (dz-/m-),dz-/m-,al,,al,ø,cl5a/cl6a,Gender-3b,nom,
residence,résidence,tɔbɔgɔ (e-/bi-),e-/bi-,tob-og-o,,tob-,og-o,cl7/cl8,Gender-4,nom,
crankshaft,vilebrequin,túbulu (e-/bi-),e-/bi-,tub-ul-u,,tub-,ul-u,cl7/cl8,Gender-4,nom,
pliers,pince,fɔɔlɔgɔ (e-/bi-),e-/bi-,fool-og-o,,fool-,og-o,cl7/cl8,Gender-4,nom,
shame,honte,sáma (o-/o-),o-/o-,sam-a,,sam-,a,cl11/cl11,Gender-8b,nom,
dirt,saleté,mvid (ø-/ø-),ø-/ø-,mvid,,mvid,ø,cl9/cl10,Gender-5,nom,
vileness,vilenie,zɔ́g (a-/mə-),a-/më-,zòg,,zòg,ø,cl5/cl6,Gender-3,nom,
vile,vil,byag (o-/a-),o-/a-,byag,,byag,ø,cl11/cl5,Gender-8,nom,
Sound in wind and limb,vigoureux,komodo (e-/bi-),e-/bi-,kom-od-o,,kom-,od-o,cl7/cl8,Gender-4,nom,
hardness,dureté,lɛd (a-/mə-),a-/më-,led,,led,ø,cl5/cl6,Gender-3,nom,
vignette,vignette,ngie (ø-/ø-),ø-/ø-,ngie,,ngie,ø,cl9/cl10,Gender-5,nom,
vigil,vigile,baala (m̀-/bə-),m-/bë-,baal-a,,baal-,a,cl1/cl2,Gender-1,nom,
alert,vigilant,tə́tə̄té (ø-/ø-),ø-/ø-,të-tëte,të,-ëte-,të,cl9/cl10,Gender-5,nom,
vigilance,vigilance,kálá (o-/o-),o-/o-,kal-a,,kal-,a,cl11/cl11,Gender-8b,nom,
Vivid (very),vif (très),yógos (e-/bi-),e-/bi-,yogos,,yogos,ø,cl7/cl8,Gender-4,nom,
alive,vivant,vəvəə (ø-/bə-),ø-/bë-,vë-vë-ë,vë,-vë-,ë,cl9/cl2,Gender-6,nom,
Good mood,Bonne humeur,sós (e-/e-),e-/e-,sos,,sos,ø,cl7/cl7,Gender-4a,nom,
old garment,vieux vêtement,bódo (a-/mə-),a-/më-,bod-o,,bod-,o,cl5/cl6,Gender-3,nom,
Old clothes,vieux habits,kulubá (ø-/bə-),ø-/bë-,kul-ub-a,,kul-,ub-a,cl9/cl2,Gender-6,nom,
Old Lonely Gorilla,vieux gorille solitaire,bód (e-/bi-),e-/bi-,bod,,bod,ø,cl7/cl8,Gender-4,nom,
old and worn,vieux et usé,təgədé (e-/bi-),e-/bi-,tëg-ëd-e,,tëg-,ëd-e,cl7/cl8,Gender-4,nom,
old and small,vieux et petit,ngɔ́ngɔ́d (o-/a-),o-/a-,ngò-ngòd,ngò,-ngod,ø,cl11/cl5,Gender-8,nom,
old and poorly made,vieux et mal fait,lamanda (e-/bi-),e-/bi-,lam-and-a,,lam-,and-a,cl7/cl8,Gender-4,nom,
old,ancien,mvəndé (ø-/ø-),ø-/ø-,mvënd-e,,mvënd-,e,cl9/cl10,Gender-5,nom,
archaic,archaïque,mvindí (ø-/ø-),ø-/ø-,mvind-i,,mvind-,i,cl9/cl10,Gender-5,nom,
secular,séculaire,ban (e-/bi-),e-/bi-,ban,,ban,ø,cl7/cl8,Gender-4,nom,
dilapidated,vétuste,tug (e-/bi-),e-/bi-,tug,,tug,ø,cl7/cl8,Gender-4,nom,
old,vieux,nǒm (ǹ-/min-),n-/min-,nom,,nom,ø,cl3/cl4,Gender-2,nom,
obsolete,caduc,tíg (ǹ-/min-),n-/min-,tig,,tig,ø,cl3/cl4,Gender-2,nom,
Elder,aîne,tól (ǹ-/min-),n-/min-,tol,,tol,ø,cl3/cl4,Gender-2,nom,
obsolete,désuet,yǒm (o-/a-),o-/a-,yom,,yom,ø,cl11/cl5,Gender-8,nom,
aging,vieillissement,yǒm (a-/a-),a-/a-,yom,,yom,ø,cl5/cl5,Gender-3f,nom,
decline,décliner,lúmbu (a-/mə-),a-/më-,lumb-u,,lumb-,u,cl5/cl6,Gender-3,nom,
decline,déclin,lúmbu (mə-/mə-),më-/më-,lum-b-u,,lum-,b-u,cl6/cl6,Gender-5,nom,
expired,périmé,adógá (ø-/ø-),ø-/ø-,adog-a,,adog-,a,cl9/cl10,Gender-5,nom,
nudity,nudité,sɔ́ (ǹ-/min-),n-/min-,sò,,sò,ø,cl3/cl4,Gender-2,nom,
machete,machette,fa (ø-/mə-),ø-/më-,fa,,fa,ø,cl9/cl6,Gender-7,nom,
Old wife,vieille épouse,kōmbá (e-/bi-),e-/bi-,komb-a,,komb-,a,cl7/cl8,Gender-4,nom,
dam fishing,pêche au barrage,lóg (a-/a-),a-/a-,log,,log,ø,cl5/cl5,Gender-3f,nom,
waste,gâchis,fugulu (e-/bi-),e-/bi-,fug-ul-u,,fug-,ul-u,cl7/cl8,Gender-4,nom,
slush,gadoue,təg (e-/bi-),e-/bi-,tëg,,tëg,ø,cl7/cl8,Gender-4,nom,
chaos,gabegie,ndáman (e-/bi-),e-/bi-,ndam-an,,ndam-,an,cl7/cl8,Gender-4,nom,
contrary,contraire,sələná (ǹ-/min-),n-/min-,sël-ën-a,,-sële,a,cl3/cl4,Gender-2,nom,
vice versa,vice versa,dǔ (ǹ-/min-),n-/min-,du,,du,ø,cl3/cl4,Gender-2,nom,
variance,varience,fɔl (e-/bi-),e-/bi-,fol,,fol,ø,cl7/cl8,Gender-4,nom,
substitute,substitut,fɔl ɔgɔ (e-/bi-),e-/bi-,fol -og-o,,fol-,og-o,cl7/cl8,Gender-4,nom,
vice,vice,nyɔd (e-/bi-),e-/bi-,nyod,,nyod,ø,cl7/cl8,Gender-4,nom,
libido,libido,sog (bi-/bi-),bi-/bi-,sog,,sog,ø,cl8/cl8,Gender-4b,nom,
excitement,excitation,boe (e-/e-),e-/e-,boe,,boe,ø,cl7/cl7,Gender-4a,nom,
absurdity,absurdité,zogó (ø-/ø-),ø-/ø-,zog-o,,zog-,o,cl9/cl10,Gender-5,nom,
victim,victime,búdan (ǹ-/min-),n-/min-,bud-an,,bud-,an,cl3/cl4,Gender-2,nom,
holocaust,holocauste,tútún (ǹ-/min-),n-/min-,tu-tun,tu,-tun,ø,cl3/cl4,Gender-2,nom,
victory,victoire,daǹ (mə-/mə-),më-/më-,dan,,dan,ø,cl6/cl6,Gender-5,nom,
protest,contestation,sǒ (bi-/bi-),bi-/bi-,so,,so,ø,cl8/cl8,Gender-4b,nom,
domination,domination,dɔ (bi-/bi-),bi-/bi-,dò,,dò,ø,cl8/cl8,Gender-4b,nom,
paragraph,paragraphe,fyá (e-/bi-),e-/bi-,fya,,fya,ø,cl7/cl8,Gender-4,nom,
victorious,victorieux,zingí (ø-/ø-),ø-/ø-,zing-i,,zing-,i,cl9/cl10,Gender-5,nom,
provisions,victuailles,kamba (e-/e-),e-/e-,kamb-a,,kamb-,a,cl7/cl7,Gender-4a,nom,
ejaculation,éjaculation,víé (mə-/mə-),më-/më-,vie,,vie,ø,cl6/cl6,Gender-5,nom,
unloading,déchargement,sugán (ǹ-/min-),n-/min-,sug-an,,sug-,an,cl3/cl4,Gender-2,nom,
stripping,dépotage,sui (o-/o-),o-/o-,sui,,sui,ø,cl11/cl11,Gender-8b,nom,
void,nulité,zəzə (ø-/ø-),ø-/ø-,zëzë,,zëzë,ø,cl9/cl10,Gender-5,nom,
empty,vide,kpəkpá (e-/bi-),e-/bi-,kpëkp-a,,kpëkpë-,a,cl7/cl8,Gender-4,nom,
useless,futile,kpəgədé (e-/bi-),e-/bi-,kpëg-ëd-e,,kpëg-,ëd-e,cl7/cl8,Gender-4,nom,
harmless,anodin,sələǹ (ø-/ø-),ø-/ø-,sëlën,,sëlën,ø,cl9/cl10,Gender-5,nom,
derision,dérision,kpələ (e-/bi-),e-/bi-,kpël-ë,,kpël-,ë,cl7/cl8,Gender-4,nom,
paltry,dérisoire,vovolan (e-/bi-),e-/bi-,vo-vol-an,vo,-vo-lan,ø,cl7/cl8,Gender-4,nom,
trite,banal,vovolan (e-/bi-),e-/bi-,vo-vol-an,vo,-vol-an-,ø,cl7/cl8,Gender-4,nom,
tiny,infime,sá (o-/a-),o-/a-,sa,,sa,ø,cl11/cl5,Gender-8,nom,
glossy,lustré,bɔɔs (m̀-/min-),m-/min-,bòòs,,bòòs,ø,cl3/cl4,Gender-2,nom,
loss of dentitioon,perte de dentitioon,lalí (a-/a-),a-/a-,lal-i,,lal-,i,cl5/cl5,Gender-3f,nom,
vacant,vacant,vwé (e-/bi-),e-/bi-,vwe,,vwe,ø,cl7/cl8,Gender-4,nom,
devoid,dépourvu,dəǹə́lé (ǹ-/min-),n-/min-,dën-ël-e,,dën-,ël-e,cl3/cl4,Gender-2,nom,
revolting,infect,zɔg (a-/mə-),a-/më-,zog,,zog,ø,cl5/cl6,Gender-3,nom,
repugt,répugt,kúndi (e-/bi-),e-/bi-,kund-i,,kund-,i,cl7/cl8,Gender-4,nom,
infamous,infâme,labada (e-/bi-),e-/bi-,lab-ad-a,,lab-,ad-a,cl7/cl8,Gender-4,nom,
rot,pourriture,bɔl (e-/bi-),e-/bi-,bol,,bol,ø,cl7/cl8,Gender-4,nom,
vibrator,vibromasseur,báb (m̀-/min-),m-/min-,bab,,bab,ø,cl3/cl4,Gender-2,nom,
moustache,moustache,və́m (m̀-/min-),m-/min-,vëm,,vëm,ø,cl3/cl4,Gender-2,nom,
tuft,touffe,bub (a-/a-),a-/a-,bub,,bub,ø,cl5/cl5,Gender-3f,nom,
vibration,vibration,tigidan (e-/bi-),e-/bi-,tig-id-an,,tig-,id-an,cl7/cl8,Gender-4,nom,
game,gibier,vyáŋ (o-/o-),o-/o-,vyaṅ,,vyaṅ,ø,cl11/cl11,Gender-8b,nom,
fresh flesh,chair fraîche,kaŋkaŋ (ø-/ø-),ø-/ø-,kaṅ-kaṅ,kaṅ,-kaṅ,ø,cl9/cl10,Gender-5,nom,
animal,animal,tsíd (ø-/ø-),ø-/ø-,tsid,,tsid,ø,cl9/cl10,Gender-5,nom,
muscle,muscle,son (ǹ-/min-),n-/min-,son,,son,ø,cl3/cl4,Gender-2,nom,
bridge,pont,kanga (e-/bi-),e-/bi-,kang-a,,kang-,a,cl7/cl8,Gender-4,nom,
widowhood,veuvage,kús (a-/a-),a-/a-,kus,,kus,ø,cl5/cl5,Gender-3f,nom,
deceit,fourberie,kɔní (ø-/ø-),ø-/ø-,kon-i,,kon-,i,cl9/cl10,Gender-5,nom,
cowardice,veulerie,dzədzab (o-/a-),o-/a-,dzë-dzab,dzë,-dzab,ø,cl11/cl5,Gender-8,nom,
Immoral,immorale,vɔdɔ (e-/bi-),e-/bi-,vod-o,,vod-,o,cl7/cl8,Gender-4,nom,
idiot,idiot,bus (e-/bi-),e-/bi-,bus,,bus,ø,cl7/cl8,Gender-4,nom,
veto,veto,salá (a-/a-),a-/a-,sal-a,,sal-,a,cl5/cl5,Gender-3f,nom,
maniac,maniaque,lɔg (o-/o-),o-/o-,log,,log,ø,cl11/cl11,Gender-8b,nom,
quibbler,chicaneur,kad (ǹ-/min-),n-/min-,kad,,kad,ø,cl3/cl4,Gender-2,nom,
vetillard,vétillard,fɔ́n (mə-/mə-),më-/më-,fòn,,fòn,ø,cl6/cl6,Gender-5,nom,
resistance veteran,vétéran de la résistance,avɔdɔ (ø-/ø-),ø-/ø-,avod-o,,avod-,o,cl9/cl10,Gender-5,nom,
second-hand clothing,vêtement d'occasion,abódo (ø-/ø-),ø-/ø-,abod-o,,abod-,o,cl9/cl10,Gender-5,nom,
bladder,vessie,nyɔlɔg (e-/bi-),e-/bi-,nyol-og,,nyol-,og,cl7/cl8,Gender-4,nom,
fart,vesse,sul (ǹ-/min-),n-/min-,sul,,sul,ø,cl3/cl4,Gender-2,nom,
flatulence,flatuosité,sul (ǹ-/min-),n-/min-,sul,,sul,ø,cl3/cl4,Gender-2,nom,
fart,pet,sul (ǹ-/min-),n-/min-,sul,,sul,ø,cl3/cl4,Gender-2,nom,
sugar cane,canne à sucre,kóg (ǹ-/min-),n-/min-,kog,,kog,ø,cl3/cl4,Gender-2,nom,
gall bladder,vésicule biliaire,zoŋ (ø-/ø-),ø-/ø-,zoṅ,,zoṅ,ø,cl9/cl10,Gender-5,nom,
vesicle,vésicule,tób (ǹ-/min-),n-/min-,tob,,tob,ø,cl3/cl4,Gender-2,nom,
beak,bec,sɔŋ (ǹ-/min-),n-/min-,sòṅ,,sòṅ,ø,cl3/cl4,Gender-2,nom,
verve,verve,kəgəde (o-/a-),o-/a-,këg-ëd-e,,këg-,ëd-e,cl11/cl5,Gender-8,nom,
virtuous,vertueux,sǐm (a-/a-),a-/a-,sim,,sim,ø,cl5/cl5,Gender-3f,nom,
virtue,vertu,súmu (ǹ-/min-),n-/min-,sum-u,,sum-,u,cl3/cl4,Gender-2,nom,
vertiginous,vertigineux,séd (e-/bi-),e-/bi-,sed,,sed,ø,cl7/cl8,Gender-4,nom,
breathlessness,essoufflement,dúdû (e-/bi-),e-/bi-,du-du,du,-du,ø,cl7/cl8,Gender-4,nom,
dizziness,vertige,kǐki (ø-/ø-),ø-/ø-,kiki,,kiki,ø,cl9/cl10,Gender-5,nom,
vertically,verticalement,ndɔ́lɔ́m (ø-/ø-),ø-/ø-,ndòlòm,,ndòlòm,ø,cl9/cl10,Gender-5,nom,
vertical,vertical,tə́tə̄lə́ (ø-/ø-),ø-/ø-,të-tël-ë,të,-tëlë-,ë,cl9/cl10,Gender-5,nom,
fragile,fragile,kɛs (e-/e-),e-/e-,kès,,kès,ø,cl7/cl7,Gender-4a,nom,
creature,créature,kokomodo (e-/bi-),e-/bi-,ko-kom-od-o,ko,-kom-,od-o,cl7/cl8,Gender-4,nom,
version,version,kalán (a-/mə-),a-/më-,kal-an,,kal-,an,cl5/cl6,Gender-3,nom,
variant,variante,lé (a-/mə-),a-/më-,le,,le,ø,cl5/cl6,Gender-3,nom,
piece,morceau,fus (e-/bi-),e-/bi-,fus,,fus,ø,cl7/cl8,Gender-4,nom,
payment,versement,soe (e-/bi-),e-/bi-,soe,,soe,ø,cl7/cl8,Gender-4,nom,
balance,solde,soe (mə-/mə-),më-/më-,soe,,soe,ø,cl6/cl6,Gender-5,nom,
side,versant,lúmbu (mə-/mə-),më-/më-,lumb-u,,lumb-,u,cl6/cl6,Gender-5,nom,
slope,déclivité,bígílí (m̀-/min-),m-/min-,big-il-i,,big-,il-i,cl3/cl4,Gender-2,nom,
hill,colline,kǒl (ǹ-/min-),n-/min-,kol,,kol,ø,cl3/cl4,Gender-2,nom,
caterpillar,chenille,ngákūm (e-/bi-),e-/bi-,ngakum,,ngakum,ø,cl7/cl8,Gender-4,nom,
Beetle larvae,larves de coléoptères,kūm (a-/mə-),a-/më-,kum,,kum,ø,cl5/cl6,Gender-3,nom,
negligible,négligeable,dɔd (ǹ-/min-),n-/min-,dod,,dod,ø,cl3/cl4,Gender-2,nom,
angle,angle,búg (a-/mə-),a-/më-,bug,,bug,ø,cl5/cl6,Gender-3,nom,
extremity,extremité,kúg (a-/mə-),a-/më-,kug,,kug,ø,cl5/cl6,Gender-3,nom,
wart,verrue,lə́g (a-/mə-),a-/më-,lëg,,lëg,ø,cl5/cl6,Gender-3,nom,
locking,verrouillage,fɛd (e-/bi-),e-/bi-,fed,,fed,ø,cl7/cl8,Gender-4,nom,
closing,clotûre,dibí (mə-/mə-),më-/më-,dib-i,,dib-,i,cl6/cl6,Gender-5,nom,
lock,fermoire,fɛdəga (e-/bi-),e-/bi-,fed-ëg-a,,fed-,ëg-a,cl7/cl8,Gender-4,nom,
lockout,verrou,ngoŋ (a-/mə-),a-/më-,ngoṅ,,ngoṅ,ø,cl5/cl6,Gender-3,nom,
glass,vitre,yéd (e-/bi-),e-/bi-,yed,,yed,ø,cl7/cl8,Gender-4,nom,
crystal glass,verre en cristal,lá (e-/bi-),e-/bi-,la,,la,ø,cl7/cl8,Gender-4,nom,
tumbler,gobelet,nyûga (e-/bi-),e-/bi-,nyug-a,,nyug-,a,cl7/cl8,Gender-4,nom,
mirror,mirroir,yén (e-/bi-),e-/bi-,yen,,yen,ø,cl7/cl8,Gender-4,nom,
vernonia,vernonie,téd (a-/mə-),a-/më-,ted,,ted,ø,cl5/cl6,Gender-3,nom,
syphilis,syphilis,kɔɔdɔ (ø-/ø-),ø-/ø-,kood-o,,kood-,o,cl9/cl10,Gender-5,nom,
pox,vérole,kuda (ø-/ø-),ø-/ø-,kud-a,,kud-,a,cl9/cl10,Gender-5,nom,
varnisher,vernisseur,kɔ́n (ǹ-/min-),n-/min-,kòn,,kòn,ø,cl3/cl4,Gender-2,nom,
plaster,crépissage,fénán (m̀-/min-),m-/min-,fen-an,,fen-,an,cl3/cl4,Gender-2,nom,
nail varnish,vernis à ongles,lə́le (ø-/ø-),ø-/ø-,lël-e,,lël-,e,cl9/cl10,Gender-5,nom,
bitterness,amertume,yol (a-/a-),a-/a-,yol,,yol,ø,cl5/cl5,Gender-3f,nom,
vermin,vermine,suma (bi-/bi-),bi-/bi-,sum-a,,sum-,a,cl8/cl8,Gender-4b,nom,
certainty,certitude,kéd (e-/e-),e-/e-,ked,,ked,ø,cl7/cl7,Gender-4a,nom,
conviction,conviction,bə́lə́ (a-/a-),a-/a-,bël-ë,,bël-,ë,cl5/cl5,Gender-3f,nom,
dogma,dogme,yə́bə́ (ǹ-/min-),n-/min-,yëb-ë,,yëb-,ë,cl3/cl4,Gender-2,nom,
TRUE,véritable,nyiá (ø-/ø-),ø-/ø-,nyia,,nyia,ø,cl9/cl10,Gender-5,nom,
lever,levier,béde (e-/bi-),e-/bi-,bed-e,,bed-e,e,cl7/cl8,Gender-4,nom,
widow or widower,veuf ou veuve,kús (ǹ-/min-),n-/min-,kus,,kus,ø,cl3/cl4,Gender-2,nom,
monitoring,surveillance,fə́b (e-/bi-),e-/bi-,fëb,,fëb,ø,cl7/cl8,Gender-4,nom,
control,contrôle,fyal (e-/bi-),e-/bi-,fyal,,fyal,ø,cl7/cl8,Gender-4,nom,
auditor,vérificateur,bigili (m̀-/min-),m-/min-,big-il-i,,big-,il-i,cl3/cl4,Gender-2,nom,
plantation,plantation,fúb (a-/mə-),a-/më-,fub,,fub,ø,cl5/cl6,Gender-3,nom,
stick,bâton,ngə́ŋ (e-/bi-),e-/bi-,ngëṅ,,ngëṅ,ø,cl7/cl8,Gender-4,nom,
crooked,véreux,ngád (bi-/bi-),bi-/bi-,ngad,,ngad,ø,cl8/cl8,Gender-4b,nom,
grass,herbe,lɔ́g (e-/bi-),e-/bi-,lòg,,lòg,ø,cl7/cl8,Gender-4,nom,
lawn,gazon,bud (o-/o-),o-/o-,bud,,bud,ø,cl11/cl11,Gender-8b,nom,
ruling,jugement,tól (ǹ-/min-),n-/min-,tol,,tol,ø,cl3/cl4,Gender-2,nom,
verbose,bavard,dzóle (ǹ-/bə-),n-/bë-,dzol-e,,dzol-,e,cl1/cl2,Gender-1,nom,
verb,verbe,búg (e-/bi-),e-/bi-,bug,,bug,ø,cl7/cl8,Gender-4,nom,
porch,véranda,sas (a-/mə-),a-/më-,sas,,sas,ø,cl5/cl6,Gender-3,nom,
nortal remains,dépouille mortelle,bim (m̀-/min-),m-/min-,bim,,bim,ø,cl3/cl4,Gender-2,nom,
skinning,dépouillement,bə́bán (a-/a-),a-/a-,bëb-an,,bëb-,an,cl5/cl5,Gender-3f,nom,
looting,pillage,sa (o-/o-),o-/o-,sa,,sa,ø,cl11/cl11,Gender-8b,nom,
grabbing,accaparement,wole (o-/o-),o-/o-,wol-e,,wol-,e,cl11/cl11,Gender-8b,nom,
dusting,dépoussiérage,fími (e-/bi-),e-/bi-,fim-i,,fim-,i,cl7/cl8,Gender-4,nom,
rejection,rejet,sas (o-/o-),o-/o-,sas,,sas,ø,cl11/cl11,Gender-8b,nom,
depradation,dépradation,wúŋulu (ǹ-/min-),n-/min-,wuṅ-ul-u,,wuṅ-,ul-u,cl3/cl4,Gender-2,nom,
depreciating,dépréciateur,byandi (m̀-/bə-),m-/bë-,byandi,,byandi,ø,cl1/cl2,Gender-1,nom,
detractor,détracteur,dzaa (ǹ-/bə-),n-/bë-,dza-a,,dza-,a,cl1/cl2,Gender-1,nom,
denigrating,dénigreur,sáma (ǹ-/bə-),n-/bë-,sam-a,,sam-,a,cl1/cl2,Gender-1,nom,
pejorative,dépréciatif,dzaa (e-/bi-),e-/bi-,dza-a,,dza-,a,cl7/cl8,Gender-4,nom,
depressive,dépressif,bá (e-/bi-),e-/bi-,ba,,ba,ø,cl7/cl8,Gender-4,nom,
amorphous,amorphe,təgəbə (e-/bi-),e-/bi-,tëg-ëb-ë,,tëg-,ëb-ë,cl7/cl8,Gender-4,nom,
depression,dépression,ndoŋ (ø-/ø-),ø-/ø-,ndoṅ,,ndoṅ,ø,cl9/cl10,Gender-5,nom,
depression,dépression,bá (e-/bi-),e-/bi-,ba,,ba,ø,cl7/cl8,Gender-4,nom,
anger,colère,lún (o-/o-),o-/o-,lun,,lun,ø,cl11/cl11,Gender-8b,nom,
lassitude,lassitude,sɔ́m (ø-/ø-),ø-/ø-,sòm,,sòm,ø,cl9/cl10,Gender-5,nom,
depresses,déprime,təgəbə (e-/bi-),e-/bi-,tëgëb-ë,,tëgëb-,ë,cl7/cl8,Gender-4,nom,
jack,cric,əg (dz-/by-),dz-/by-,ëg,,ëg,ø,cl5a/cl8a,Gender-4a,nom,
weakness,faiblesse,təg (a-/a-),a-/a-,tëg,,tëg,ø,cl5/cl5,Gender-3f,nom,
depresses,déprime,dzɔbɔ (mə-/mə-),më-/më-,dzòb-ò,,dzòb-,ò,cl6/cl6,Gender-5,nom,
modesty,Pudeur,wu dís (e-/e-),e-/e-,wu dis,,wu dis,ø,cl7/cl7,Gender-4a,nom,
demoralisation,démoralisation,tía (e-/bi-),e-/bi-,tia,,tia,ø,cl7/cl8,Gender-4,nom,
waist,taille,tíé (ǹ-/min-),n-/min-,tie,,tie,ø,cl3/cl4,Gender-2,nom,
pomgage,pomgage,fómán (m̀-/min-),m-/min-,fom-an,,fom-,an,cl3/cl4,Gender-2,nom,
depuration,dépuration,bindi (e-/bi-),e-/bi-,bind-i,,bind-,i,cl7/cl8,Gender-4,nom,
deputy,député,bín (m̀-/bə-),m-/bë-,bin,,bin,ø,cl1/cl2,Gender-1,nom,
delegate,délégué,vənge (e-/bi-),e-/bi-,vëng-e,,vëng-,e,cl7/cl8,Gender-4,nom,
commissionaire,commissionnaire,lóm (ǹ-/bə-),n-/bë-,lom,,lom,ø,cl1/cl2,Gender-1,nom,
uprooting,déracinement,fumán (m̀-/min-),m-/min-,fum-an,,fum-,an,cl3/cl4,Gender-2,nom,
stump removal,déssouchage,tyán (ǹ-/min-),n-/min-,ty-an,,tye-,an,cl3/cl4,Gender-2,nom,
crop,recolte,fumi (o-/o-),o-/o-,fum-i,,fum-,i,cl11/cl11,Gender-8b,nom,
derailment,déraillement,kúbi (mə-/mə-),më-/më-,kub-i,,kub-,i,cl6/cl6,Gender-5,nom,
disturbance,dérangement,ndəgələ (e-/bi-),e-/bi-,ndëg-ël-ë,,ndëg-,ël-ë,cl7/cl8,Gender-4,nom,
dermatitis,dermite,tsod (ø-/ø-),ø-/ø-,tsod,,tsod,ø,cl9/cl10,Gender-5,nom,
Last breath,dernier soupir,dzəgan (mə-/mə-),më-/më-,dzëg-an,,dzëg-,an,cl6/cl6,Gender-5,nom,
farewell,adieux,ân (m-/m-),m-/m-,an,,an,ø,cl6a/cl6a,Gender-3j,nom,
last-born,dernier-né,lígī mvúa (mə-/mə-),më-/më-,ligi mvua,,ligi mvua,ø,cl6/cl6,Gender-5,nom,
boring,ennuyeux,nyɔdi (e-/bi-),e-/bi-,nyòd-i,,nyòd-,i,cl7/cl8,Gender-4,nom,
retail,détail,lángá (mə-/mə-),më-/më-,lang-a,,lang-,a,cl6/cl6,Gender-5,nom,
seller,vendeur,kuan (ǹ-/bə-),n-/bë-,ku-an,,ku-,an,cl1/cl2,Gender-1,nom,
accessories,accessoires,nyənyag (bi-/bi-),bi-/bi-,nyëny-ag,,nyëny-,ag,cl8/cl8,Gender-4b,nom,
trifles,broutilles,sábágá (bi-/bi-),bi-/bi-,sab-ag-a,,sab-,ag-a,cl8/cl8,Gender-4b,nom,
to unpack,détaller,bánga (bi-/bi-),bi-/bi-,bang-a,,bang-,a,cl8/cl8,Gender-4b,nom,
detaxation,détaxation,dzu (e-/e-),e-/e-,dzu,,dzu,ø,cl7/cl7,Gender-4a,nom,
forgiveness,pardon,dzuán (ǹ-/min-),n-/min-,dzu-an,,dzu-,an,cl3/cl4,Gender-2,nom,
detective,détective,dzə́ŋ (ǹ-/bə-),n-/bë-,dzëṅ,,dzëṅ,ø,cl1/cl2,Gender-1,nom,
